Movie_id,Movie_Name,Storyline,Budget,Language,Revenue,Image,Rating,Genre1,Genre2,Genre3,Cast1,Cast2,Cast3
839,Season of the Witch,"A 14th century Crusader returns with his comrade to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.",40000000,English,91627228,https://image.tmdb.org/t/p/w220_and_h330_face/6jyHkHpNwy8qjxhc5vJsmqVCl3J.jpg,54,Adventure,Fantasy,Action,Nicolas Cage,Ron Perlman,Ulrich Thomsen
840,The Hunger Games: Mockingjay - Part 2,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",160000000,English,653428261,https://image.tmdb.org/t/p/w220_and_h330_face/lImKHDfExAulp16grYm8zD5eONE.jpg,69,Action,Adventure,Science Fiction,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth
841,Maquia: When the Promised Flower Blooms,"Maquia is a member of a special race called the Iorph who can live for hundreds of years. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day the kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality to his bloodline.  They ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato. It soon dies, and she is left deserted in a forest, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her.",0,Japanese,4300000,https://image.tmdb.org/t/p/w220_and_h330_face/hL3NqRE2ccR4Y2sYSJTrmalRjrz.jpg,83,Animation,Fantasy,Romance,Manaka Iwami,Miyu Irino,Tomokazu Sugita
842,A Writer's Odyssey,"Kongwen Lu is the author of a fantasy novel series following a heroic teenager, also named Kongwen, on a quest to end the tyrannical rule of Lord Redmane, under the guidance of a Black Armor. But through a strange twist of fate, the fantasy world of the novel begins to impact life in the real world, leading Guan Ning to accept a mission from Tu Ling to kill the author.",0,Chinese,150000000,https://image.tmdb.org/t/p/w220_and_h330_face/sMLOkezoaVuN08QiqJZ5aL8t73G.jpg,74,Fantasy,Action,Adventure,Lei Jiayin,Yang Mi,Dong Zijian
843,Shazam!,A boy is given the ability to become an adult superhero in times of need with a single magic word.,80000000,English,365971656,https://image.tmdb.org/t/p/w220_and_h330_face/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,71,Action,Comedy,Fantasy,Zachary Levi,Asher Angel,Mark Strong
844,Bride of Chucky,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",25000000,English,50671850,https://image.tmdb.org/t/p/w220_and_h330_face/mAGviFp1ufYM3EaZBSrjPiKPBt6.jpg,59,Comedy,Horror,unknown,Jennifer Tilly,Brad Dourif,Katherine Heigl
846,The Curse of La Llorona,A social worker dealing with the disappearance of two children fears for her own family after beginning the investigation.,9000000,English,122033739,https://image.tmdb.org/t/p/w220_and_h330_face/jhZlXSnFUpNiLAek9EkPrtLEWQI.jpg,57,Horror,Thriller,unknown,Linda Cardellini,Raymond Cruz,Patricia Velásquez
847,Constantine,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",100000000,English,230884728,https://image.tmdb.org/t/p/w220_and_h330_face/vPYgvd2MwHlxTamAOjwVQp4qs1W.jpg,70,Fantasy,Action,Horror,Keanu Reeves,Rachel Weisz,Shia LaBeouf
848,Beverly Hills Chihuahua,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.",20000000,English,149281606,https://image.tmdb.org/t/p/w220_and_h330_face/2aRvqtLoE06hTjG93lASvO7r1as.jpg,53,Comedy,Family,Adventure,Drew Barrymore,Piper Perabo,Andy García
849,The Larva Island Movie,"Back at home, Chuck relates the island shenanigans of his larva pals Red and Yellow to a skeptical reporter in this movie sequel to the hit cartoon.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/uHdxICUIRGoJjK67aOp3ykvL8ZW.jpg,73,Animation,Family,unknown,Hong Beom-gi,Kang Shin-hyung,Eddy Lee
850,No Strings Attached,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",25000000,English,149228077,https://image.tmdb.org/t/p/w220_and_h330_face/9C09L1U9S13J4Ut029Qhu0oLcTQ.jpg,63,Comedy,Romance,unknown,Natalie Portman,Ashton Kutcher,Kevin Kline
851,Before I Wake,An orphaned child's dreams—and nightmares—manifest physically as he sleeps.,0,English,3295624,https://image.tmdb.org/t/p/w220_and_h330_face/sI9neTbF3ECdpf2MpC88EMGJH13.jpg,64,Drama,Fantasy,Horror,Kate Bosworth,Jacob Tremblay,Thomas Jane
852,Arcadeología,"Who is in charge of preserving the legacy of video games? Arcadeology follows the passing of experts who, at the expense of the Valencian Arcade Vintage association, are trying to recover our digital heritage and are responsible for the creation of the most filled museum of video games in Spain, Ibi (Alicante).",0,Spanish,0,https://image.tmdb.org/t/p/w220_and_h330_face/v6ADbz9zhDguB6nscxT6RaIEnDf.jpg,60,Documentary,unknown,unknown,unknown,unknown,unknown
853,"Happy Halloween, Scooby-Doo!","Scooby-Doo and the gang team up with their pals, Bill Nye The Science Guy and Elvira Mistress of the Dark, to solve this mystery of gigantic proportions and save Crystal Cove!",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/5aL71e0XBgHZ6zdWcWeuEhwD2Gw.jpg,80,Family,Animation,Mystery,Grey DeLisle,Kamali Minter,Matthew Lillard
854,Saw,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",1200000,English,103911669,https://image.tmdb.org/t/p/w220_and_h330_face/harQifr8kpIVqlLP41kTR058LZB.jpg,74,Horror,Mystery,Crime,Cary Elwes,Leigh Whannell,Danny Glover
855,Final Destination 2,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",26000000,English,90941129,https://image.tmdb.org/t/p/w220_and_h330_face/sDsdhVmGzh4L56QvtLLinvXjDs3.jpg,62,Horror,Mystery,unknown,A.J. Cook,Ali Larter,Michael Landes
856,In for a Murder,A stay-at-home mom and avid reader of crime stories discovers the deepest secrets of a small town's residents while investigating a woman's murder.,0,Polish,0,https://image.tmdb.org/t/p/w220_and_h330_face/tq5ODEgr1PUxT7HCqDT73SlDIek.jpg,57,Crime,Comedy,Science Fiction,Paweł Domagała,Piotr Adamczyk,Przemysław Bluszcz
857,CODA,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/BzVjmm8l23rPsijLiNLUzuQtyd.jpg,80,Drama,Music,Romance,Emilia Jones,Marlee Matlin,Troy Kotsur
858,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",0,English,12549382,https://image.tmdb.org/t/p/w220_and_h330_face/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg,68,Horror,Thriller,unknown,Mia Goth,Jenna Ortega,Brittany Snow
859,365 Days,"A woman falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.",0,Polish,9458590,https://image.tmdb.org/t/p/w220_and_h330_face/6KwrHucIE3CvNT7kTm2MAlZ4fYF.jpg,70,Romance,Drama,unknown,Anna-Maria Sieklucka,Michele Morrone,Bronisław Wrocławski
860,Forgive Us Our Trespasses,"Targeted by Nazis as they hunt down and murder people with disabilities, a boy with a limb difference makes a daring decision while running for his life.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/4RYZSHM3eaxXAnjbgNiVaqmekL8.jpg,64,Drama,War,unknown,Knox Gibson,Hanneke Talbot,Justin Mader
861,Cencoroll Connect,"Student Yuki has never seen one of the giant monsters she always hears about on the news and that threaten her city. But when she meets the lethargic Tetsu one day, things change suddenly. Because Tetsu moves around the houses with a creature called Cencoroll, which he can control with mind control and which can transform into a wide variety of objects. But not only Yuki is fascinated by Cencoroll: the boy Shu tries to take Cencoroll from Tetsu with the help of his own telepathy monster, whereupon the four engage in a bitter fight, in which Yuki also intervenes and the entire city is converted into a battle arena.",0,Japanese,0,https://image.tmdb.org/t/p/w220_and_h330_face/2ayrhipQ6wETRZyixZW8UPKztEG.jpg,70,Animation,Science Fiction,unknown,Hiro Shimono,Kana Hanazawa,Ryohei Kimura
862,Cell 211,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",5700000,Spanish,19300483,https://image.tmdb.org/t/p/w220_and_h330_face/koap5B3bQHQi3yaZ39vpWR66TGP.jpg,75,Action,Thriller,Drama,Luis Tosar,Alberto Ammann,Antonio Resines
863,La Casa,"Responding to an urgent call for help, a police officer becomes trapped by the evil spirits of a cursed house.",0,Spanish,0,https://image.tmdb.org/t/p/w220_and_h330_face/fvTGWaQejnHQBZbEOrdbb38NBTC.jpg,64,Horror,unknown,unknown,Gabriel Cañas,Camila Carreño,Carol Campos
864,Unknown,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",30000000,English,130786397,https://image.tmdb.org/t/p/w220_and_h330_face/aXBQD515okXQZmYA89ntXMvSJSd.jpg,67,Action,Mystery,Thriller,Liam Neeson,Diane Kruger,January Jones
865,Beverly Hills Chihuahua 3: Viva la Fiesta!,"When Papi, Chloe, the pups, Uncle Pedro, and their owners move to a hotel, the smallest pup Rosa feels like she doesn't fit in, and Papi wants to make her feel better by showing her how special she is.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/fK3U8xulldz6lhMDuz3LFB7ngWH.jpg,62,Comedy,Family,unknown,George Lopez,Frances Fisher,Jake Busey
866,An Interview with God,An up-and-coming journalist finds his world and faith increasingly challenged when he's granted the interview of a lifetime – with someone who claims to be God.,0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/d9TeB8VLCgwSph2OSYK3lcHGf1f.jpg,70,Drama,Mystery,unknown,Brenton Thwaites,David Strathairn,Hill Harper
867,Paranormal Activity,"After a young, middle-class couple moves into what seems like a typical suburban house, they become increasingly disturbed by a presence that may or may not be demonic but is certainly the most active in the middle of the night.  Followed by five terrifying installments in the franchise, this is the original found-footage shocker that started it all.",215000,English,194183034,https://image.tmdb.org/t/p/w220_and_h330_face/1bjA7de4O0NhMsaOqwvrecophUs.jpg,60,Horror,Mystery,unknown,Katie Featherston,Micah Sloat,Mark Fredrichs
868,How to Train Your Dragon 2,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider who turns out to be Hiccup's mother, Valka. Hiccup and Toothless then find themselves at the center of a battle to protect Berk from a power-hungry warrior named Drago.",145000000,English,621537500,https://image.tmdb.org/t/p/w220_and_h330_face/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,77,Fantasy,Action,Adventure,Jay Baruchel,Cate Blanchett,Gerard Butler
869,Kingsman: The Golden Circle,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",104000000,English,410902662,https://image.tmdb.org/t/p/w220_and_h330_face/34xBL6BXNYFqtHO9zhcgoakS4aP.jpg,70,Action,Adventure,Comedy,Colin Firth,Julianne Moore,Taron Egerton
870,Fireworks,"Moshimo, Japan. The annual fireworks festival is about to take place and a group of schoolboys, arguing over whether they are round or flat when viewed from different angles, set out to find it out.",0,Japanese,26617621,https://image.tmdb.org/t/p/w220_and_h330_face/ifm8CdFjYMfEq0bLT7XwJxjZmjO.jpg,65,Animation,Drama,Fantasy,Suzu Hirose,Masaki Suda,Mamoru Miyano
871,The SpongeBob SquarePants Movie,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",30000000,English,140161792,https://image.tmdb.org/t/p/w220_and_h330_face/nLvLlyODv0StiSYDeCTE5KnN0Gi.jpg,70,Family,Animation,Comedy,Tom Kenny,Bill Fagerbakke,Mr. Lawrence
872,Mission: Possible,"A chinese secret agent Da-hee receives intel that a large number of illegal firearms are being smuggled into Korea and is sent to investigate the case. She meets Su-han, who was supposed to help her with the case but due to his lackluster skills, they keep fighting over really trivial things. But as their witnesses are suddenly murdered, the two of them quickly become the prime suspects.",0,Korean,0,https://image.tmdb.org/t/p/w220_and_h330_face/4uyQbJzjZxuIL1H0Gl7ZAMy34NU.jpg,77,Comedy,Action,Thriller,Kim Young-kwang,Lee Sun-bin,Oh Dae-hwan
873,CJ7,"Ti, a really poor construction worker that struggles to keep his son, Dicky, in private school, mistakes an orb he finds in a junkjard for a toy which proves to be much, much more once the young boy starts to play with it.",0,Cantonese,47301471,https://image.tmdb.org/t/p/w220_and_h330_face/sRzSfpSb3wYYshbaiMRIuFCJJGU.jpg,72,Comedy,Drama,Family,Stephen Chow,Xu Jiao,Kitty Zhang
874,White Snake,"One day a young woman named Blanca is saved by Xuan, a snake catcher from a nearby village. She has lost her memory, and together they go on a journey to discover her real identity, developing deeper feelings for one another along the way. But as they learn more about her past, they uncover a darker plot of supernatural forces vying for power, with the fate of the world hanging in the balance.",11936735,Chinese,61631776,https://image.tmdb.org/t/p/w220_and_h330_face/9nxs7YlmGERa9dQbRPZXopfcp51.jpg,78,Romance,Animation,Fantasy,Zhang Zhe,Yang Tianxiang,Tang Xiaoxi
875,Alien: Covenant,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.",97000000,English,240891763,https://image.tmdb.org/t/p/w220_and_h330_face/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,60,Horror,Science Fiction,Mystery,Michael Fassbender,Katherine Waterston,Billy Crudup
876,Four to Dinner,"In this rom-com challenging the concept of soulmates, parallel storylines portray four single friends as they pair up in different couple combinations.",0,Italian,0,https://image.tmdb.org/t/p/w220_and_h330_face/bVJLLHO7J6OiMC2LYujbF1N6fzP.jpg,62,Comedy,Romance,unknown,Matteo Martari,Matilde Gioli,Giuseppe Maggio
877,Fairy Tail: Dragon Cry,"Natsu Dragneel and his friends travel to the island Kingdom of Stella, where they will reveal dark secrets, fight the new enemies and once again save the world from destruction.",0,Japanese,0,https://image.tmdb.org/t/p/w220_and_h330_face/4CtvjdvuRj3iPlvtpvFomhTxjXR.jpg,65,Action,Adventure,Comedy,Makoto Furukawa,Wataru Hatano,Aya Hirano
879,The Lion King 1½,Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.,0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/sVJME5R1NmTXtbdnAxYPx7Xa7kr.jpg,66,Family,Animation,Comedy,Nathan Lane,Ernie Sabella,Julie Kavner
880,Zombieland,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",23600000,English,102391540,https://image.tmdb.org/t/p/w220_and_h330_face/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg,73,Comedy,Horror,unknown,Woody Harrelson,Jesse Eisenberg,Emma Stone
881,A Classic Horror Story,"Five people travelling by camper crash into a tree. When they recover, the road they were driving on has been replaced by an impenetrable forest and a wooden house.",0,Italian,0,https://image.tmdb.org/t/p/w220_and_h330_face/xnxGmUof0HiugUaNbUFiS4GJPx4.jpg,59,Drama,Horror,Mystery,Matilda Anna Ingrid Lutz,Francesco Russo,Peppino Mazzotta
882,Stay Out of the Attic,"A diverse group of ex-cons-turned-movers are convinced by their creepy client, Vern Muller, to pull an all-nighter for a generous pay bump.  As the night progresses and rooms are cleared, they slowly uncover the horrors that exist inside his old Victorian mansion, which include boobytraps, human experimentation, Nazi monsters and more. Will they survive the night?",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/kEKQjLYZiIy78eEiMrtBfqSm3LU.jpg,58,Horror,unknown,unknown,Morgan Alexandria,Bryce Fernelius,Michael Flynn
883,Blitz,A tough cop is dispatched to take down a serial killer who has been targeting police officers.,15774948,English,741875,https://image.tmdb.org/t/p/w220_and_h330_face/qjqmhhc7uLub22mhu4V6DjOBwXM.jpg,61,Crime,Action,Thriller,Jason Statham,Paddy Considine,Aidan Gillen
884,Wrong Turn 5: Bloodlines,"A small West Virginia town is hosting the legendary Mountain Man Festival on Halloween, where throngs of costumed party goers gather for a wild night of music and mischief. But an inbred family of hillbilly cannibals kill the fun when they trick and treat themselves to a group of visiting college students.",3000000,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/i9prGtsGbWzaH30bp8TXPEs6QGm.jpg,54,Horror,Thriller,unknown,Camilla Arfwedson,Doug Bradley,Simon Ginty
885,Christmas ...Again?!,"Rowena Ro"" is a high-spirited 11-year-old hoping to add more spunk to her Christmas celebrations when her parents’ divorce is going anything but smoothly.""",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/89kgeIn5Cz7u8qRtyts3oyXmx8S.jpg,70,Family,Comedy,Fantasy,Scarlett Estevez,Daniel Sunjata,Alexis Carra
886,The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",12000000,English,307166834,https://image.tmdb.org/t/p/w220_and_h330_face/ep7dF4QR4Mm39LI958V0XbwE0hK.jpg,76,Romance,Drama,unknown,Shailene Woodley,Ansel Elgort,Nat Wolff
887,Godmothered,"A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a prince charming.""""",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/80tDCErk6ymHS7YfvqJcbnnTtqa.jpg,69,Family,Fantasy,Comedy,Jillian Bell,Isla Fisher,Santiago Cabrera
888,Final Destination,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",23000000,English,112880294,https://image.tmdb.org/t/p/w220_and_h330_face/g4dkGtWdc1eQ9JL1kta6LC0DlGS.jpg,66,Horror,unknown,unknown,Devon Sawa,Ali Larter,Kerr Smith
889,Secret of the Wings,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/bnbzEKX9LgDuJ0VBGm5d60mKDaR.jpg,71,Animation,Family,Fantasy,Mae Whitman,Lucy Hale,Timothy Dalton
890,The Hangover Part III,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",103000000,English,362000072,https://image.tmdb.org/t/p/w220_and_h330_face/vtxuPWkdllLNLVyGjKYa267ntuH.jpg,62,Comedy,unknown,unknown,Bradley Cooper,Ed Helms,Zach Galifianakis
892,Child's Play,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed by the soul of a serial killer.",9000000,English,44196684,https://image.tmdb.org/t/p/w220_and_h330_face/433jjDcHFEFa9S1eMgkVaK3W900.jpg,66,Horror,unknown,unknown,Catherine Hicks,Chris Sarandon,Alex Vincent
893,A Taste of Hunger,"Maggie and Carsten love each other, they have two wonderful children and run their own gourmet restaurant; Malus. They want it all. And they have it all. Almost. They are missing the coveted Michelin Star. It has been their dream, on which they gambled everything to win. One day Carsten receives a letter saying that his wife loves somebody else. But who sent the letter and why? In their continuous passion and pursuit for the ultimate recognition, they forget that the meals of life are best enjoyed together.",0,Danish,0,https://image.tmdb.org/t/p/w220_and_h330_face/aMy7XXgivypcXjPUeLiYOdVxX8f.jpg,57,Romance,Drama,unknown,Nikolaj Coster-Waldau,Charlie Gustafsson,Katrine Greis-Rosenthal
894,Howl's Moving Castle,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",24000000,Japanese,236049757,https://image.tmdb.org/t/p/w220_and_h330_face/TkTPELv4kC3u1lkloush8skOjE.jpg,84,Fantasy,Animation,Adventure,Chieko Baisho,Takuya Kimura,Akihiro Miwa
895,The 8th Night,"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",0,Korean,0,https://image.tmdb.org/t/p/w220_and_h330_face/trSDStH3UP4ux4lAILNNSqDXSB3.jpg,61,Mystery,Thriller,Horror,Lee Sung-min,Nam Da-reum,Park Hae-jun
896,Men in Black 3,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",225000000,English,624026776,https://image.tmdb.org/t/p/w220_and_h330_face/90DdoEStzeObs96fsYf4GG544iN.jpg,65,Action,Comedy,Science Fiction,Will Smith,Tommy Lee Jones,Josh Brolin
897,Bad Trip,Two pals embark on a road trip full of funny pranks that pull real people into mayhem.,0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/A1Gy5HX3DKGaNW1Ay30NTIVJqJ6.jpg,61,Comedy,unknown,unknown,Eric André,Lil Rel Howery,Tiffany Haddish
898,The Gentlemen,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",22000000,English,114996853,https://image.tmdb.org/t/p/w220_and_h330_face/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,77,Crime,Action,Comedy,Matthew McConaughey,Charlie Hunnam,Henry Golding
899,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",60000000,English,286801374,https://image.tmdb.org/t/p/w220_and_h330_face/velWPhVMQeQKcxggNEU8YmIo52R.jpg,85,Fantasy,Drama,Crime,Tom Hanks,David Morse,Bonnie Hunt
900,Invasion,"Two years after the fall of the alien ship, the life of a young woman from Moscow has been changed forever. Her growing powers are now at the focus of both human and celestial investigation: an alien force takes an interest in her, and will stop short of nothing, including an invasion. Can love and compassion save humanity, when faced with a much greater and more demanding test this time?",8819200,Russian,32104054,https://image.tmdb.org/t/p/w220_and_h330_face/dqKqzcdhtJwOhjqe89RTURqILtl.jpg,69,Science Fiction,Drama,Romance,Alexander Petrov,Irina Starshenbaum,Oleg Menshikov
901,Wrath of the Titans,"Perseus tries to live a quieter life as a village fisherman while - dangerously weakened by humanity's lack of devotion - the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",150000000,English,301970083,https://image.tmdb.org/t/p/w220_and_h330_face/b9n2R3xZWQ8MVZgndQoV34stS0h.jpg,57,Fantasy,Adventure,unknown,Sam Worthington,Liam Neeson,Ralph Fiennes
902,America: The Motion Picture,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/1JRRvx5RotvWM1maeq9r82ktdHi.jpg,58,Animation,Action,Comedy,Channing Tatum,Jason Mantzoukas,Olivia Munn
903,House of the Witch,"A group of high-school kids set out to play a Halloween prank at an abandoned house, but once they enter they become victims of a demonic witch who has set her wrath upon them.",0,English,0,https://image.tmdb.org/t/p/w220_and_h330_face/cg6xjZOnGsYYqC7SH3o8oJV9Vr1.jpg,48,Horror,TV Movie,unknown,Emily Bader,Michelle Randolph,Jules Hartley
904,American Pie Presents: Beta House,"Erik, Ryan, and Cooze start college and pledge the Beta House fraternity, presided over by none other than legendary Dwight Stifler. But chaos ensues when a fraternity of geeks threatens to stop the debauchery and the Betas have to make a stand for their right to party.",10000000,English,18610260,https://image.tmdb.org/t/p/w220_and_h330_face/cEJMqmCGdKJkmjWwi3Iv6l4kMIK.jpg,56,Comedy,unknown,unknown,John White,Steve Talley,Jake Siegel
905,Machine Gun Preacher,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.",30000000,English,2527904,https://image.tmdb.org/t/p/w220_and_h330_face/A9gRYTyNLGJuxHmqdGM5UxHxJtB.jpg,67,Action,Thriller,Crime,Gerard Butler,Michelle Monaghan,Kathy Baker
906,Insurgent,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,110000000,English,295238201,https://image.tmdb.org/t/p/w220_and_h330_face/dP5Fb6YRfzmCQtRbHOr2kO7tJW9.jpg,64,Action,Adventure,Science Fiction,Shailene Woodley,Theo James,Octavia Spencer
907,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",132000000,English,373552094,https://image.tmdb.org/t/p/w220_and_h330_face/dXbpNrPDZDMEbujFoOxmMNQVMHa.jpg,65,Family,Animation,Adventure,Tom McGrath,Chris Miller,Christopher Knights
908,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all score"" by their senior prom.""",11000000,English,235483004,https://image.tmdb.org/t/p/w220_and_h330_face/mMprGx972sf1TCI8gZUIVkicSHc.jpg,65,Comedy,Romance,unknown,Jason Biggs,Chris Klein,Thomas Ian Nicholas
909,Héctor El Father: Conocerás la verdad,"This autobiography of Hector Delgado runs from his childhood to become one of the greatest exponents of the urban genre, but the results of that life did not please him and led him to try to take his life  .After being victim of a firefight at a service station in Aguada, a city hall in Puerto Rico, he stopped earning at least two hundred American dollars for presentation and being devout of Jesus""""",0,Spanish,0,https://image.tmdb.org/t/p/w220_and_h330_face/tkP0FzEivLxsUYt8BlaL8Sh7ceY.jpg,76,Drama,Documentary,unknown,"Héctor El Father""""",Lian Machín,Rainier Quintana
